estado_comprador,sujeto_obligado,proveedor,rfc,situacion,definitivo_dof,fecha_contrato,firmado_despues_definitivo,tipo_procedimiento,ejercicio,importe,monto_mxn_millones,importe_plausible,direccion_anuncio
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,23194.06,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-08,False,Adjudicación directa,2024,23194.06,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-12,False,Adjudicación directa,2024,23157.09,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-22,False,Adjudicación directa,2024,23144.6,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,23062.33,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,22857.77,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-26,False,Adjudicación directa,2024,22798.3,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-14,False,Adjudicación directa,2024,22449.77,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-06,False,Adjudicación directa,2024,22439.52,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,22183.24,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,22165.41,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,22155.51,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,21687.54,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,21304.91,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,20860.86,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-01-31,False,Adjudicación directa,2024,20790.58,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,20790.58,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,20110.27,0.02,True,
JALISCO,JAL - Ayuntamiento de El Salto,DAVEGA SERVICE CONCRETOS,DSC170824UH0,Presunto,,2024-07-01,False,Otra (especificar),2024,19720.02,0.02,False,https://www.elsalto.gob.mx/normatividad/seccion/5c142f4a5a419b173f9a3283
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-22,False,Adjudicación directa,2024,19419.23,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-12,False,Adjudicación directa,2024,19419.23,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,19343.71,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-01-29,False,Adjudicación directa,2024,19283.19,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-23,False,Adjudicación directa,2024,18934.77,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-04,False,Adjudicación directa,2024,18894.4,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-12,False,Adjudicación directa,2024,18862.1,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-30,False,Adjudicación directa,2024,18862.1,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-27,False,Adjudicación directa,2024,18829.79,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-24,False,Adjudicación directa,2024,18789.42,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-12,False,Adjudicación directa,2024,18789.42,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-31,False,Adjudicación directa,2024,18724.82,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-06,False,Adjudicación directa,2024,18652.17,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-01-29,False,Adjudicación directa,2024,18548.32,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-14,False,Adjudicación directa,2024,18514.9,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-06,False,Adjudicación directa,2024,18474.52,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-24,False,Adjudicación directa,2024,18474.52,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-19,False,Adjudicación directa,2024,18442.21,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-12,False,Adjudicación directa,2024,18240.35,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-26,False,Adjudicación directa,2024,17957.75,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-14,False,Adjudicación directa,2024,17683.21,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-06,False,Adjudicación directa,2024,17675.14,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,17473.28,0.02,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,16431.66,0.02,True,
MICHOACÁN DE OCAMPO,MIC - SECRETARIA DEL BIENESTAR,Eduardo Alcaraz Torres,AATE650628LZ7,Presunto,,2025-08-14,False,Adjudicación directa,2025,16000.0,0.02,False,https://so.secoem.michoacan.gob.mx/wp-content/uploads/2026/01/BN83.pdf
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Construcciones Teksare S.A. de C.V.,CTE210319SQA,Presunto,,2024-09-25,False,Licitación pública,2024,15322.2,0.02,True,https://transparenciasep.hidalgo.gob.mx/content/transparenciaIHE/Rec_Mat&Servs/2024/4toTrimestre/Licitaciones/FALLO_N39_2024.pdf
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,15236.64,0.02,True,
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Construcciones Teksare S.A. de C.V.,CTE210319SQA,Presunto,,,False,Adjudicación directa,2024,15000.0,0.02,False,
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Construcciones Teksare S.A. de C.V.,CTE210319SQA,Presunto,,,False,Adjudicación directa,2024,15000.0,0.02,False,
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Construcciones Teksare SA de CV.,CTE210319SQA,Presunto,,,False,Adjudicación directa,2025,14999.96,0.01,False,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-01-29,False,Adjudicación directa,2024,14606.82,0.01,True,
JALISCO,JAL - Ayuntamiento de El Salto,DAVEGA SERVICE CONCRETOS,DSC170824UH0,Presunto,,2024-07-01,False,Otra (especificar),2024,13920.02,0.01,False,https://www.elsalto.gob.mx/normatividad/seccion/5c142f4a5a419b173f9a3283
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-12,False,Adjudicación directa,2024,12761.94,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-22,False,Adjudicación directa,2024,12761.94,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-23,False,Adjudicación directa,2024,12443.55,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-04,False,Adjudicación directa,2024,12417.02,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-12,False,Adjudicación directa,2024,12395.8,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-30,False,Adjudicación directa,2024,12395.8,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-27,False,Adjudicación directa,2024,12374.57,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-12,False,Adjudicación directa,2024,12348.04,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-24,False,Adjudicación directa,2024,12348.04,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-31,False,Adjudicación directa,2024,12305.59,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-06,False,Adjudicación directa,2024,12257.84,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-14,False,Adjudicación directa,2024,12167.62,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-24,False,Adjudicación directa,2024,12141.09,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-06,False,Adjudicación directa,2024,12141.09,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-19,False,Adjudicación directa,2024,12119.87,0.01,True,
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Construcciones Teksare S.A de C.V,CTE210319SQA,Presunto,,,False,Adjudicación directa,2024,12000.0,0.01,False,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-12,False,Adjudicación directa,2024,11987.21,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-26,False,Adjudicación directa,2024,11801.48,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-14,False,Adjudicación directa,2024,11621.05,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-06,False,Adjudicación directa,2024,11615.75,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,11483.09,0.01,True,
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Construcciones Teksare S.A. de C.V.,CTE210319SQA,Presunto,,,False,Adjudicación directa,2024,11000.0,0.01,False,
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Construcciones Teksare S.A. de C.V.,CTE210319SQA,Presunto,,,False,Adjudicación directa,2024,11000.0,0.01,False,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,10798.57,0.01,True,
JALISCO,JAL - Ayuntamiento de El Salto,DAVEGA SERVICE CONCRETOS,DSC170824UH0,Presunto,,2024-07-01,False,Otra (especificar),2024,10440.03,0.01,False,https://www.elsalto.gob.mx/normatividad/seccion/5c142f4a5a419b173f9a3283
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,10013.21,0.01,True,
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Construcciones Teksare S.A. de C.V.,CTE210319SQA,Presunto,,,False,Adjudicación directa,2024,10000.0,0.01,False,
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Construcciones Teksare S.A. de C.V.,CTE210319SQA,Presunto,,,False,Adjudicación directa,2024,10000.0,0.01,False,
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Construcciones Teksare S.A. de C.V.,CTE210319SQA,Presunto,,,False,Adjudicación directa,2024,9994.56,0.01,False,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-01-29,False,Adjudicación directa,2024,9598.48,0.01,True,
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Construcciones Teksare S.A de C.V,CTE210319SQA,Presunto,,,False,Adjudicación directa,2024,9000.0,0.01,False,
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Construcciones Teksare S.A. De C.V.,CTE210319SQA,Presunto,,,False,Adjudicación directa,2025,8000.0,0.01,False,
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Construcciones Teksare S.A. De C.V.,CTE210319SQA,Presunto,,,False,Adjudicación directa,2025,8000.0,0.01,False,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-22,False,Adjudicación directa,2024,7800.35,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-27,False,Adjudicación directa,2024,7775.89,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-12,False,Adjudicación directa,2024,7775.89,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-06,False,Adjudicación directa,2024,7748.36,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-07,False,Adjudicación directa,2024,7723.91,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-14,False,Adjudicación directa,2024,7723.91,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-31,False,Adjudicación directa,2024,7723.91,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-04,False,Adjudicación directa,2024,7720.84,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-07,False,Adjudicación directa,2024,7684.15,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-05,False,Adjudicación directa,2024,7671.92,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-13,False,Adjudicación directa,2024,7671.92,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-21,False,Adjudicación directa,2024,7668.86,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-07,False,Adjudicación directa,2024,7668.86,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-22,False,Adjudicación directa,2024,7651.8,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-17,False,Adjudicación directa,2024,7644.4,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-03,False,Adjudicación directa,2024,7641.34,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-20,False,Adjudicación directa,2024,7641.34,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-26,False,Adjudicación directa,2024,7640.92,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-27,False,Adjudicación directa,2024,7627.8,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-12,False,Adjudicación directa,2024,7627.8,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-18,False,Adjudicación directa,2024,7619.94,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-27,False,Adjudicación directa,2024,7604.65,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-06,False,Adjudicación directa,2024,7600.81,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-22,False,Adjudicación directa,2024,7595.27,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-07,False,Adjudicación directa,2024,7576.81,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-31,False,Adjudicación directa,2024,7576.81,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-14,False,Adjudicación directa,2024,7576.81,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-04,False,Adjudicación directa,2024,7573.81,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-12,False,Adjudicación directa,2024,7571.46,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-27,False,Adjudicación directa,2024,7571.46,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-06,False,Adjudicación directa,2024,7544.36,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-07,False,Adjudicación directa,2024,7537.82,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-13,False,Adjudicación directa,2024,7525.81,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-05,False,Adjudicación directa,2024,7525.81,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-21,False,Adjudicación directa,2024,7522.82,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-07,False,Adjudicación directa,2024,7522.82,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-31,False,Adjudicación directa,2024,7520.84,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-14,False,Adjudicación directa,2024,7520.84,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-07,False,Adjudicación directa,2024,7520.55,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-04,False,Adjudicación directa,2024,7517.58,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-18,False,Adjudicación directa,2024,7509.86,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-17,False,Adjudicación directa,2024,7498.82,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-03,False,Adjudicación directa,2024,7495.82,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-20,False,Adjudicación directa,2024,7495.82,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-26,False,Adjudicación directa,2024,7494.47,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-07,False,Adjudicación directa,2024,7482.14,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-18,False,Adjudicación directa,2024,7474.82,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-05,False,Adjudicación directa,2024,7470.23,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-13,False,Adjudicación directa,2024,7470.23,0.01,True,
