estado_comprador,sujeto_obligado,proveedor,rfc,situacion,definitivo_dof,fecha_contrato,firmado_despues_definitivo,tipo_procedimiento,ejercicio,importe,monto_mxn_millones,importe_plausible,direccion_anuncio
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-21,False,Adjudicación directa,2024,7467.25,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-07,False,Adjudicación directa,2024,7467.25,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-27,False,Adjudicación directa,2024,7459.82,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-26,False,Adjudicación directa,2024,7443.43,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-17,False,Adjudicación directa,2024,7443.14,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-20,False,Adjudicación directa,2024,7440.45,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-03,False,Adjudicación directa,2024,7436.97,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-18,False,Adjudicación directa,2024,7419.61,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-27,False,Adjudicación directa,2024,7404.72,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-18,False,Adjudicación directa,2024,7366.84,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-18,False,Adjudicación directa,2024,7312.43,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-14,False,Adjudicación directa,2024,7256.07,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-09,False,Adjudicación directa,2024,7246.89,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-26,False,Adjudicación directa,2024,7185.74,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-08,False,Adjudicación directa,2024,7170.45,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,7170.45,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-22,False,Adjudicación directa,2024,7155.16,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-14,False,Adjudicación directa,2024,7117.88,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-09,False,Adjudicación directa,2024,7108.89,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,7066.49,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-14,False,Adjudicación directa,2024,7065.3,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-09,False,Adjudicación directa,2024,7056.37,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-26,False,Adjudicación directa,2024,7048.89,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-08,False,Adjudicación directa,2024,7033.89,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,7033.89,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-22,False,Adjudicación directa,2024,7018.89,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-26,False,Adjudicación directa,2024,6989.2,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-08,False,Adjudicación directa,2024,6981.94,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,6981.94,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-22,False,Adjudicación directa,2024,6967.05,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,6931.91,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,6880.7,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,6852.44,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,6849.38,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,6721.94,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,6718.94,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,6675.15,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,6672.44,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,6586.41,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,6460.98,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-01-31,False,Adjudicación directa,2024,6427.41,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,6427.41,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,6416.01,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-12,False,Adjudicación directa,2024,6411.24,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-22,False,Adjudicación directa,2024,6411.24,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,6305.01,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-01-31,False,Adjudicación directa,2024,6305.01,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-01-31,False,Adjudicación directa,2024,6261.12,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,6261.12,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-23,False,Adjudicación directa,2024,6251.29,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-04,False,Adjudicación directa,2024,6237.69,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-12,False,Adjudicación directa,2024,6227.3,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-30,False,Adjudicación directa,2024,6227.3,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-27,False,Adjudicación directa,2024,6216.64,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-12,False,Adjudicación directa,2024,6203.31,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-24,False,Adjudicación directa,2024,6203.31,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-31,False,Adjudicación directa,2024,6181.98,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-06,False,Adjudicación directa,2024,6157.99,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-14,False,Adjudicación directa,2024,6112.67,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-06,False,Adjudicación directa,2024,6099.34,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-24,False,Adjudicación directa,2024,6099.34,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-19,False,Adjudicación directa,2024,6088.68,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-12,False,Adjudicación directa,2024,6022.04,0.01,True,
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Construcciones Teksare S.A de C.V.,CTE210319SQA,Presunto,,,False,Adjudicación directa,2025,6000.0,0.01,False,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-26,False,Adjudicación directa,2024,5928.73,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-14,False,Adjudicación directa,2024,5838.09,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-06,False,Adjudicación directa,2024,5835.43,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,5768.78,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,5424.89,0.01,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,5030.35,0.01,True,
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Construcciones Teksare S.A. de C.V.,CTE210319SQA,Presunto,,,False,Adjudicación directa,2024,5000.0,0.01,False,
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Construcciones Teksare S.A de C.V,CTE210319SQA,Presunto,,,False,Adjudicación directa,2024,5000.0,0.01,False,
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Consrucciones Teksare S.A. de C.V.,CTE210319SQA,Presunto,,,False,Adjudicación directa,2024,4953.2,0.0,False,
CHIAPAS,CHP - Ayuntamiento de Ocotepec,TC INSUMOS DEL SURESTE,TIS220524CJ3,Presunto,,2024-07-18,False,Adjudicación directa,2024,4827.58,0.0,False,https://drive.google.com/file/d/1vVO5xNXkL4F1BGKWyK2XHSD_dTT2_5NZ/view?usp=sharing
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-01-29,False,Adjudicación directa,2024,4822.42,0.0,True,
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Construcciones Teksare S.A. De C.V.,CTE210319SQA,Presunto,,,False,Adjudicación directa,2025,4000.0,0.0,False,
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Construcciones Teksare S.A. De C.V.,CTE210319SQA,Presunto,,,False,Adjudicación directa,2025,4000.0,0.0,False,
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Construcciones Teksare S.A. de C.V.,CTE210319SQA,Presunto,,,False,Adjudicación directa,2024,4000.0,0.0,False,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-12,False,Adjudicación directa,2024,3765.95,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-22,False,Adjudicación directa,2024,3765.95,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-23,False,Adjudicación directa,2024,3672.0,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-04,False,Adjudicación directa,2024,3664.17,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-30,False,Adjudicación directa,2024,3657.91,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-12,False,Adjudicación directa,2024,3657.91,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-27,False,Adjudicación directa,2024,3651.64,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-24,False,Adjudicación directa,2024,3643.81,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-12,False,Adjudicación directa,2024,3643.81,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-31,False,Adjudicación directa,2024,3631.29,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-12,False,Adjudicación directa,2024,3624.79,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-22,False,Adjudicación directa,2024,3624.79,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-06,False,Adjudicación directa,2024,3617.19,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-14,False,Adjudicación directa,2024,3590.57,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-24,False,Adjudicación directa,2024,3582.74,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-06,False,Adjudicación directa,2024,3582.74,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-19,False,Adjudicación directa,2024,3576.48,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-12,False,Adjudicación directa,2024,3537.33,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-23,False,Adjudicación directa,2024,3534.36,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-04,False,Adjudicación directa,2024,3526.82,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-30,False,Adjudicación directa,2024,3520.79,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-08-12,False,Adjudicación directa,2024,3520.79,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-27,False,Adjudicación directa,2024,3514.76,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-24,False,Adjudicación directa,2024,3507.23,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-09-12,False,Adjudicación directa,2024,3507.23,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-07-31,False,Adjudicación directa,2024,3495.17,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-26,False,Adjudicación directa,2024,3482.53,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-06,False,Adjudicación directa,2024,3481.6,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-14,False,Adjudicación directa,2024,3455.98,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-05-06,False,Adjudicación directa,2024,3448.45,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-24,False,Adjudicación directa,2024,3448.45,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-06-19,False,Adjudicación directa,2024,3442.42,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-14,False,Adjudicación directa,2024,3429.28,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-06,False,Adjudicación directa,2024,3427.72,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-04-12,False,Adjudicación directa,2024,3404.74,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,3388.57,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-26,False,Adjudicación directa,2024,3351.98,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-14,False,Adjudicación directa,2024,3300.74,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-03-06,False,Adjudicación directa,2024,3300.5,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,3262.3,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,3186.58,0.0,True,
COAHUILA DE ZARAGOZA,COA - Monclova,Comercializadora de Petroliferos C.M.P.A.MEX. SA DE CV,CPC180823G77,Presunto,,2024-02-01,False,Adjudicación directa,2024,3067.84,0.0,True,
HIDALGO,HID - Poder Ejecutivo del Estado de Hidalgo,Construcciones Teksare S.A. de C.V.,CTE210319SQA,Presunto,,,False,Adjudicación directa,2025,3000.0,0.0,False,
